normalized_form	reading	japanese_text	english_text
冗談	ジョウダン	冗談だよ。	I'm joking.
関与	カンヨ	私は関与していない。	I'm not in.
心細い	ココロボソイ	心細いの。	I'm lonely.
ふ	フ	ふぁ〜眠い。	I'm sleepy.
たら	タラ	痛いったら。	You're hurting me.
独身	ドクシン	独身です。	I'm single.
12	イチニ	12歳です。	I'm twelve.
など	ナド	嘘などつくもんか。	I won't lie.
出来上がる	デキアガル	出来上がった？	Is it done?
外出中	ガイシュツチュウ	トムは外出中？	Is Tom out?
宜しい	ヨロシイ	万事よろしい。	All is well.
唯	タダ	ただなの？	Is it free?
問題	モンダイ	問題なし。	No problem.
空っぽ	カラッポ	空っぽだ。	It's empty.
CD	シーディー	それは私のCDです。	It's my CD.
重	ジュウ	重たぁ。	It's heavy.
男の子	オトコノコ	男の子ですよ。	It's a boy.
空しい	ムナシイ	虚しいな。	I feel empty.
変	ヘン	変なの！	It's funny.
バグる	バグッ	バグってるよ。	It's a bug.
安い	ヤスイ	安いね。	It's cheap.
面白い	オモシロイ	面白い人ね。	You're funny.
驕る	オゴル	おごるよ。	It's on me.
色悪	イロアク	気色悪いー！	It's weird.
強い	ツヨイ	彼は強い。	He's strong.
風	カゼ	風は強い？	Is it windy?
調子	チョウシ	調子はどう？	How's it going?
寄り掛かる	ヨリカカッ	寄りかかっていいよ。	Lean on me.
そのまま	ソノママ	そのまま続けて。	Keep going.
当て	アテ	当てが外れたよ。	I wasn't counting on that.
兎に角	トニカク	とにかく急げ。	Just hurry up.
貰う	モラウ	返事もらった？	Did you get a reply?
祈る	イノル	成功を祈るわ。	I wish for your success.
どれ	ドレ	どれどれ。	Let me see.
遊ぶ	アソブ	遊びましょう。	Let's play.
気楽	キラク	気楽にいけよ。	Lighten up.
暮れる	クレル	日が暮れた。	Night fell.
日	ヒ	日が暮れた。	Night fell.
なし	ナシ	問題なし。	No problem.
大した	タイシタ	君は大したものだ。	I'm proud of you.
心配	シンパイ	心配だわ。	I'm worried.
ノーコメント	ノーコメント	ノーコメントです。	No comment.
御用	ゴヨウ	彼にご用ですか。	Do you want him?
えっ	エッ	えっ嘘でしょ。	Oh my God, I can't believe this.
嘘吐き	ウソツキ	人は嘘つきだ。	People lie.
物	モノ	物は試し。	You'll never know unless you try.
拾う	ヒロウ	それ拾って。	Pick it up.
召し上がる	メシアガル	もう１杯召し上がれ。	Have another cup.
女性	ジョセイ	私は女性です。	I'm a woman.
御願い	オネガイ	ねぇ、お願い。	Oh, have a heart.
もの	モノ	彼女は俺のモノだ。	She's mine.
微笑む	ホホエム	トムは微笑んだ。	Tom smiled.
頼む	タノム	頼むよー。	I'm begging you.
度	ド	二度と来るな。	Don't come again.
前	マエ	前に座った。	I sat in front.
十分	ジュウブン	それで十分？	Is it enough?
勉強	ベンキョウ	勉強してるの？	Are you studying?
確り	シッカリ	しっかり勉強しなさい。	Study hard.
話	ハナシ	話せよ！	Talk to me!
為る	セヨ	話せよ！	Talk to me!
バス	バス	バスに遅れた。	We've missed our bus.
結構	ケッコウ	結構面白い。	It's so exciting.
間に合う	マニアウ	間に合う？	Will you make it in time?
全て	スベテ	それが全てです。	That's all.
だけ	ダケ	俺だけ？	Is it just me?
最後	サイゴ	これで最後だ。	This is it.
以上	イジョウ	以上です。	This is it.
着く	ツク	今着いたの？	Did you just arrive?
終わり	オワリ	終わりはない。	It never ends.
利く	キク	これは効くわ。	This works.
決まり	キマリ	これで決まりだ。	This is it.
や	ヤ	雨やんだ？	Has it stopped raining?
早い	ハヤイ	早いじゃん。	You're early.
たつ	タツ	時のたつのは早いものだ。	Time flies.
まで	マデ	皆まで言うな。	Say no more.
踊る	オドル	さあ踊ろう。	Let's dance.
酒	サケ	お酒飲んでるの？	Are you drinking?
車	クルマ	車を止めて。	Stop the car.
戦う	タタカウ	トムは闘った。	Tom fought.
喧嘩	ケンカ	喧嘩すんな。	Don't fight.
狂う	クルウ	トムは狂ってる。	Tom is mad.
頷く	ウナズク	トムは頷いた。	Tom nodded.
新人	シンジン	新人です。	I'm a freshman.
吐息	トイキ	トムは吐息をついた。	Tom sighed.
ウインク	ウインク	トムはウィンクした。	Tom winked.
耳	ミミ	壁に耳あり。	Walls have ears.
聞こえる	キコエル	聞こえますか。	Do you read me?
かける	カケ	かけ直すよ。	I'll ring you back.
大声	オオゴエ	彼は大声で話した。	He spoke very loudly.
叫ぶ	サケブ	誰が叫んだの？	Who yelled?
溜め息	タメイキ	トムはため息をついた。	Tom sighed.
もっと	モット	もっと欲しい。	I want more.
右	ミギ	右に曲がって。	Turn right.
塞がり	フサガリ	八方塞がりだ。	We're sunk.
八方	ハッポウ	八方塞がりだ。	We're sunk.
仲直り	ナカナオリ	仲直りしよう。	Let's be friends again.
い	イ	一人かい？	Are you alone?
どこ	ドコ	ここどこ？	Where am I?
変わる	カワル	何も変わらない。	Nothing will change.
彼れ	アレ	あれ誰？	Who's that?
どいつ	ドイツ	そいつってどいつ？	Who's that?
其奴	ソイツ	そいつは凄い！	That's amazing.
悪	ワル	おまえ、ワルだな。	You're bad.
ええ	エエ	ええ、喜んで。	I'll be glad to.
木	キ	木が浮く。	Wood floats.
良い	ヨイ	良い旅を！	Have a nice trip.
怪我	ケガ	怪我はない？	Are you hurt?
女	オンナ	私は女だ。	I'm a woman.
万事	バンジ	万事順調だ。	Everything is all right.
厳守	ゲンシュ	時間厳守で！	Be punctual.
たい	タイ	死にたい。	I want to die.
あれ	アレ	自分らしくあれ。	Be yourself.
自分	ジブン	自分でしろ。	Do it yourself.
御飯	ゴハン	ご飯にする？	Do you want rice?
為る	スン	喧嘩すんな。	Don't fight.
狡	ズル	ズルをするなよ。	Don't cheat.
釣り	ツリ	釣りが好きだ。	I like fishing.
通り	トオリ	その通り！	That's right!
瞬き	マバタキ	まばたきしないで。	Don't blink.
ボウリング	ボウリング	ボウリングは得意？	Are you good at bowling?
怒鳴る	ドナル	怒鳴るなよ。	Don't shout.
安心	アンシン	安心して。	Don't worry.
駄々	ダダ	駄々をこねないで。	Don't whine.
捏ねる	コネ	生地をこねます。	Knead the dough.
じろじろ	ジロジロ	じろじろ見るな。	Don't stare.
服	フク	その服いいね。	I love your outfit.
掛かる	カカル	仕事にかかれ！	Get to work!
真っ直ぐ	マッスグ	まっすぐ行け。	Go straight.
金持ち	カネモチ	金持ちになった。	He got rich.
られる	ラレル	彼なら来られる。	He can come.
年老いる	トシオイ	彼は年老いた。	He grew old.
据わる	スワッ	彼は腹が据わっている。	He has guts.
嫌う	キラウ	彼女は彼を嫌っていた。	She hated him.
言い張る	イイハッ	彼は言い張った。	He insisted.
吃音	キツオン	彼は吃音する。	He stutters.
主張	シュチョウ	彼は主張した。	He insisted.
奴	ヤツ	変な奴！	What a strange guy!
彼奴	キャツ	あいつ誰？	Who's that guy?
嫌	イヤ	宿題嫌だ！	I hate homework.
同い年	オナイドシ	同い年だよ。	I am the same age.
8	ハチ	彼は８歳だ。	He is eight.
外出	ガイシュツ	外出したいな。	I want to go out.
きり	ッキリ	彼は一人っきりである。	He is alone.
御機嫌	ゴキゲン	ご機嫌いかが？	How are you?
如何	イカガ	ご機嫌いかが？	How are you?
目茶	メッチャ	めっちゃ変！	It's so weird.
詫び	ワビ	お詫びします。	I apologize.
寿司	スシ	寿司を食べた。	I ate sushi.
沢山	タクサン	たくさん欲しい。	I want a lot.
寒気	カンキ	寒気がする。	I feel cold.
白状	ハクジョウ	白状したよ。	I confessed.
自白	ジハク	自白しました。	I confessed.
爽快	ソウカイ	気分爽快だ。	I feel refreshed.
犬	イヌ	犬は賢い。	Dogs are smart.
大嫌い	ダイキライ	犬は大嫌い。	I hate dogs.
米	ベイ	お米はあるの？	Do you have rice?
運	ウン	運が悪かった？	Were you unlucky?
猫	ネコ	猫が嫌い。	I hate cats.
恵まれる	メグマレル	私ね、運に恵まれてたわ。	I got lucky.
栽培	サイバイ	お米を栽培しています。	I grow rice.
雪	ユキ	雪が降る。	It's snowing.
雨	アメ	雨は好き？	Do you like rain?
ADHD	エーディーエイチディー	ADHDなんです。	I have ADHD.
青色	アオイロ	私は青色が好きです。	I like blue.
青	アオ	一つは青。	One is blue.
ジャズ	ジャズ	僕はジャズが好きだ。	I like jazz.
ロック	ロック	ドアをロックして。	Lock the door.
私自身	ワタシジシン	私自身、ADHDなんです。	I have ADHD.
イチジク	イチジク	無花果が好きなんだ。	I like figs.
どちら	ドチラ	国はどちらですか。	What country are you from?
面目	メンボク	面目丸つぶれだ。	I have lost face completely.
住む	スム	住みやすそうね。	It looks like a nice place to live.
ケーキ	ケーキ	ケーキが欲しい。	I want cake.
数学	スウガク	数学はムズイ。	Mathematics is difficult.
丸潰れ	マルツブレ	面目丸つぶれだ。	I have lost face completely.
助け	タスケ	彼の助けが欲しい。	I need his help.
寝過ごす	ネスゴス	寝過ごしちゃった。	I overslept.
寝坊	ネボウ	私は寝坊した。	I overslept.
UFO	ユーフォー	ＵＦＯを信じますか。	Do you believe in UFOs?
上手	ジョウズ	上手に歌えた。	I sang well.
見掛ける	ミカケル	犬を見かけました。	I saw a dog.
ガス	ガス	ガス欠です。	I'm out of gas.
速い	ハヤイ	話すの速いね。	You talk fast.
喋る	シャベル	喋るのをやめろ。	Stop talking.
信頼	シンライ	彼は信頼できる。	He can be trusted.
早口	ハヤクチ	早口だね。	You talk fast.
目眩	メマイ	めまいがします。	I feel dizzy.
メアリー	メアリー	メアリー好き！	Mary, I love you.
感動	カンドウ	とても感動したわ。	I was moved.
迚も	トテモ	とてもいいよ。	It's very good.
付く	ツク	トムと連絡つく？	Can you contact Tom?
パン屋	パンヤ	私はパン屋です。	I'm a baker.
キャンセル	キャンセル	キャンセルします。	I'll cancel.
出席	シュッセキ	出席します。	I'll attend.
ナース	ナース	私はナースです。	I'm a nurse.
17	ジュウナナ	私も１７歳です。	I'm 17, too.
看護婦	カンゴフ	私は看護婦です。	I'm a nurse.
看護師	カンゴシ	私は看護師です。	I'm a nurse.
ヴィーガン	ヴィーガン	ヴィーガンなの？	Are you vegan?
注意	チュウイ	段差注意	Watch your step.
ダイエット	ダイエット	ダイエット中です。	I'm on a diet.
旺盛	オウセイ	トムは食欲旺盛だ。	Tom has a good appetite.
好奇心	コウキシン	トムは好奇心旺盛だ。	Tom is curious.
服役	フクエキ	私は服役中だ。	I'm in jail.
健康	ケンコウ	健康が第一だ。	Nothing is more important than health.
わくわく	ワクワク	ワクワクする。	How thrilling!
意気地	イクジ	僕は意気地なしだ。	I'm chicken.
断食	ダンジキ	断食中です。	I'm fasting.
回る	マワル	目が回るほど忙しいよ。	I'm frantic!
ほど	ホド	死ぬほど会いたい。	I'm dying to see you.
緊張	キンチョウ	緊張してるの？	Are you nervous?
小さい	チイサイ	小さすぎる。	It's too small.
なんか	ナンカ	悲しくなんかない。	I'm not sad.
英雄	エイユウ	彼は英雄のつもりだ。	He believes that he is a hero.
ヒーロー	ヒーロー	トムは私のヒーローでした。	Tom was my hero.
自己	ジコ	私って自己中だな。	I'm selfish.
物凄い	モノスゴイ	もの凄く危険だ。	It's very dangerous.
最高	サイコウ	最高の気分だ。	I feel great.
責任者	セキニンシャ	責任者を出して下さい。	Can I speak to the person in charge?
内気	ウチキ	私は内気だ。	I'm the bashful type.
たち	タチ	僕は我慢強いたちだ。	I'm patient.
我慢	ガマン	我慢強いね。	You're patient.
ルールブック	ルールブック	俺がルールブックだ。	I'm the law.
喉	ノド	喉渇いた？	Are you thirsty?
渇く	カワク	喉渇いた？	Are you thirsty?
番	バン	私の番？	Is it my turn?
不安	フアン	不安だ。	I'm worried.
役立つ	ヤクダツ	トムは役立たずだ。	Tom's useless.
られる	ラレ	来られますか。	Can you come?
閉じ込める	トジコメル	閉じ込められてしまった。	I'm trapped.
かわく	カワイ	喉がかわいた。	I'm thirsty.
迷子	マイゴ	簡単に迷子になる。	It's easy to get lost.
かっこいい	カッコイイ	かっこいいな。	It's so cool.
正気	ショウキ	正気ですか。	Are you nuts?
具合	グアイ	具合はどう？	How do you feel?
わた	ワタ	トムおわた？	Is Tom done?
無事	ブジ	無事で安心したよ。	I'm relieved you're safe.
合法的	ゴウホウテキ	それって合法的なんだろうか？	Is it legal?
奇麗	キレイ	手はきれいよ。	My hands are clean.
汚い	キタナイ	汚いかな？	Is it dirty?
持ち帰る	モチカエル	持ち帰ります。	I'll take it home with me.
霧	キリ	霧がはれた。	The fog has lifted.
全部	ゼンブ	それで全部？	Is that all?
芸術	ゲイジュツ	これは芸術なの？	Is this art?
白い	シロイ	白いですか。	Is it white?
知れる	シレル	雨が降るかもしれない。	It may rain.
降る	フル	雪が降る。	It's snowing.
冷たい	ツメタイ	冷たかった。	It was cold.
助かる	タスカル	助かりました。	That helped.
御陰	オカゲ	おかげで助かったよ。	It saved me.
簡単	カンタン	簡単だった。	It was easy.
今日	キョウ	今日は私が。	It is on me.
円	エン	５０円です。	It's 50 yen.
50	ゴレイ	５０円です。	It's 50 yen.
運命	ウンメイ	運命って信じる？	Do you believe in fate?
フランス語	フランスゴ	フランス語が憎い。	I hate French.
月曜日	ゲツヨウビ	月曜日です。	It's Monday.
暗い	クライ	暗かった。	It was dark.
ライオン	ライオン	ライオンです。	It's a lion.
種牛	タネウシ	それは種牛です。	It's a bull.
本	ホン	本だ。	It's a book.
よし	ヨシ	ようし、行こう。	OK, let's go.
打つ	ウツ	打つ手がないね。	I'm all out of tricks.
肌寒い	ハダサムイ	肌寒いです。	It's chilly.
